Date,CHAR,  Ontario,    Ottawa-Gatineau,"      Ottawa-Gatineau, Quebec part","      Ottawa-Gatineau, Ontario part",    Kingston,    Belleville,    Peterborough,    Oshawa,    Toronto,    Hamilton,    St. Catharines - Niagara,    Kitchener - Cambridge - Waterloo,    Brantford,    Guelph,    London,    Windsor,    Barrie,    Greater Sudbury,    Thunder Bay
11/01/2021,Unemployment rate,6.9,4.3,3.6,4.5,6.1,7,8.1,5.9,7.6,5.9,8.1,5.5,7.5,4.9,6.5,8.5,4.7,5.7,7
11/01/2021,Participation rate,65.8,65.4,64.5,65.7,60.1,54.5,61.7,68.1,69,65.6,60.5,69.8,66.1,71.5,65.5,63.3,69.6,61.6,63.4
11/01/2021,Employment rate,61.3,62.6,62.2,62.8,56.4,50.7,56.7,64.1,63.7,61.7,55.5,66,61.1,68,61.3,57.9,66.3,58.1,59
12/01/2021,Population,12401,1221,287.9,933.1,145.8,99.3,113.7,347.9,5599.6,669.5,374.3,503.3,119.7,141.6,471,306.5,182.4,145.7,106.5
12/01/2021,   Labour force,8174.8,798.1,186,612.1,87.5,56.6,69,238.7,3873.5,437.9,224.6,351,78.8,102.2,310.8,198.8,124.7,89.2,67.9
12/01/2021,      Employment,7644.2,764.8,178.6,586.2,82.4,54,63.2,223.5,3591.2,413.1,206.2,332.5,73.4,97.5,292.8,184.5,117.9,84.6,63.2
12/01/2021,      Unemployment,530.6,33.3,7.3,25.9,5.1,2.6,5.8,15.2,282.3,24.8,18.4,18.5,5.4,4.8,18,14.3,6.8,4.6,4.7
12/01/2021,Unemployment rate,6.5,4.2,3.9,4.2,5.8,4.6,8.4,6.4,7.3,5.7,8.2,5.3,6.9,4.7,5.8,7.2,5.5,5.2,6.9
12/01/2021,Participation rate,65.9,65.4,64.6,65.6,60,57,60.7,68.6,69.2,65.4,60,69.7,65.8,72.2,66,64.9,68.4,61.2,63.8
12/01/2021,Employment rate,61.6,62.6,62,62.8,56.5,54.4,55.6,64.2,64.1,61.7,55.1,66.1,61.3,68.9,62.2,60.2,64.6,58.1,59.3
01/01/2022,Population,12418.4,1223.3,288.2,935.1,146.1,101.7,113.8,348.5,5608.4,670.2,374.6,504.2,119.9,141.8,471.8,306.9,182.7,145.8,106.6
01/01/2022,   Labour force,8181.1,802.8,188.3,614.5,87.5,57.9,66.3,237.5,3875.1,438.9,226.1,350.8,78.2,103.3,312.7,202,123,90.3,68.3
01/01/2022,      Employment,7627.7,766.5,179.5,587,82.5,56,61.2,221.3,3572.5,415.5,208,331.9,73.7,98.2,294.8,184.9,115,85.6,63.7
01/01/2022,      Unemployment,553.4,36.4,8.8,27.6,5,1.9,5.1,16.2,302.6,23.4,18,18.9,4.5,5.1,17.9,17,8,4.7,4.6
01/01/2022,Unemployment rate,6.8,4.5,4.7,4.5,5.7,3.3,7.7,6.8,7.8,5.3,8,5.4,5.8,4.9,5.7,8.4,6.5,5.2,6.7
01/01/2022,Participation rate,65.9,65.6,65.3,65.7,59.9,56.9,58.3,68.1,69.1,65.5,60.4,69.6,65.2,72.8,66.3,65.8,67.3,61.9,64.1
01/01/2022,Employment rate,61.4,62.7,62.3,62.8,56.5,55.1,53.8,63.5,63.7,62,55.5,65.8,61.5,69.3,62.5,60.2,62.9,58.7,59.8
02/01/2022,Population,12437,1225.7,288.5,937.2,146.5,99.3,114,349.1,5618,670.9,375,505.2,120,142.1,472.6,307.2,182.9,145.9,106.6
02/01/2022,   Labour force,8184.5,813.5,191.7,621.8,88.2,57.6,66.9,236.9,3863.5,438.5,232.3,349.7,78.2,103.2,312.4,199.5,123.7,89.5,68
02/01/2022,      Employment,7651.3,775.4,183.4,592,82.9,56.2,62.8,221.3,3566.9,415.4,216.6,331,74.4,98.3,295.3,182.5,114.5,85.5,64
02/01/2022,      Unemployment,533.3,38.1,8.3,29.8,5.3,1.5,4.1,15.6,296.6,23.2,15.7,18.6,3.8,4.9,17,17,9.2,4,4
02/01/2022,Unemployment rate,6.5,4.7,4.3,4.8,6,2.6,6.1,6.6,7.7,5.3,6.8,5.3,4.9,4.7,5.4,8.5,7.4,4.5,5.9
02/01/2022,Participation rate,65.8,66.4,66.4,66.3,60.2,58,58.7,67.9,68.8,65.4,61.9,69.2,65.2,72.6,66.1,64.9,67.6,61.3,63.8
02/01/2022,Employment rate,61.5,63.3,63.6,63.2,56.6,56.6,55.1,63.4,63.5,61.9,57.8,65.5,62,69.2,62.5,59.4,62.6,58.6,60
03/01/2022,Population,12453.4,1227.9,288.7,939.2,146.8,93.4,114.1,349.6,5626.7,671.4,375.3,506,120.1,142.3,473.4,307.6,183.1,145.9,106.6
03/01/2022,   Labour force,8173.6,822.3,194.8,627.6,89.1,55.1,67.4,236.3,3835.6,437.6,238.2,350.1,78.6,103.3,314.2,195.1,125.6,89.8,67.7
03/01/2022,      Employment,7662.5,785.3,187.5,597.8,83.5,53.9,64.3,222.7,3552.4,413,223.1,331,74.7,97.6,297.8,178.6,116.3,85.8,64.2
03/01/2022,      Unemployment,511.2,37.1,7.3,29.8,5.6,1.2,3.1,13.6,283.1,24.7,15.2,19.1,3.9,5.7,16.3,16.5,9.3,3.9,3.6
03/01/2022,Unemployment rate,6.3,4.5,3.7,4.7,6.3,2.2,4.6,5.8,7.4,5.6,6.4,5.5,5,5.5,5.2,8.5,7.4,4.3,5.3
03/01/2022,Participation rate,65.6,67,67.5,66.8,60.7,59,59.1,67.6,68.2,65.2,63.5,69.2,65.4,72.6,66.4,63.4,68.6,61.5,63.5
03/01/2022,Employment rate,61.5,64,64.9,63.6,56.9,57.7,56.4,63.7,63.1,61.5,59.4,65.4,62.2,68.6,62.9,58.1,63.5,58.8,60.2
04/01/2022,Population,12468.7,1230.1,289,941,147.2,90.4,114.2,350.1,5634.6,671.9,375.6,506.8,120.3,142.5,474,307.9,183.4,146,106.6
04/01/2022,   Labour force,8195.9,833.5,197.5,636,90.2,55.3,70.6,239,3830.1,439.1,243.6,348,78.6,102,315,189.5,129.5,89.3,66.7
04/01/2022,      Employment,7736.6,799.3,192,607.3,84.6,54.5,67.7,227.3,3580,415,230.4,329.8,74.6,96.5,298.9,176.6,120.3,85.8,63.7
04/01/2022,      Unemployment,459.3,34.2,5.5,28.7,5.6,0.9,2.9,11.7,250.1,24.1,13.3,18.2,4,5.5,16.1,12.9,9.2,3.5,3
04/01/2022,Unemployment rate,5.6,4.1,2.8,4.5,6.2,1.6,4.1,4.9,6.5,5.5,5.5,5.2,5.1,5.4,5.1,6.8,7.1,3.9,4.5
04/01/2022,Participation rate,65.7,67.8,68.3,67.6,61.3,61.2,61.8,68.3,68,65.4,64.9,68.7,65.3,71.6,66.5,61.5,70.6,61.2,62.6
04/01/2022,Employment rate,62,65,66.4,64.5,57.5,60.3,59.3,64.9,63.5,61.8,61.3,65.1,62,67.7,63.1,57.4,65.6,58.8,59.8
05/01/2022,Population,12482.3,1232.1,289.3,942.8,147.5,92.4,114.3,350.5,5641.9,672.3,375.8,507.6,120.4,142.7,474.7,308.1,183.5,146,106.6
05/01/2022,   Labour force,8204.6,838.7,198.2,640.4,91,58.7,71.6,240.9,3817.6,442.2,243.1,348.6,79.2,102.6,316,188.2,131.2,89.4,66.2
05/01/2022,      Employment,7753.3,804.6,192.2,612.4,85.2,57.9,67.8,229.3,3578.1,418.5,230.3,330,75.2,97.1,298.7,175.3,122.9,85.4,63.2
05/01/2022,      Unemployment,451.2,34,6,28,5.8,0.7,3.9,11.6,239.4,23.6,12.8,18.7,4,5.5,17.4,12.8,8.3,4,3.1
05/01/2022,Unemployment rate,5.5,4.1,3,4.4,6.4,1.2,5.4,4.8,6.3,5.3,5.3,5.4,5.1,5.4,5.5,6.8,6.3,4.5,4.7
05/01/2022,Participation rate,65.7,68.1,68.5,67.9,61.7,63.5,62.6,68.7,67.7,65.8,64.7,68.7,65.8,71.9,66.6,61.1,71.5,61.2,62.1
05/01/2022,Employment rate,62.1,65.3,66.4,65,57.8,62.7,59.3,65.4,63.4,62.2,61.3,65,62.5,68,62.9,56.9,67,58.5,59.3
06/01/2022,Population,12495.4,1234.1,289.7,944.4,147.8,96.1,114.4,350.9,5648.9,672.7,376,508.3,120.5,142.8,475.3,308.4,183.7,146,106.6
06/01/2022,   Labour force,8196.8,834,198.1,635.9,92.3,60.8,72.6,241.8,3812.3,442.9,241.3,350.2,79.9,101,313.9,186.4,130.5,89.6,65.1
06/01/2022,      Employment,7754.8,801.2,191.6,609.6,86.9,59.7,68.5,229.9,3580.3,421.3,230,330.9,76.3,97.2,294.5,174.1,123.7,85.9,62.2
06/01/2022,      Unemployment,442,32.7,6.5,26.2,5.4,1.1,4.1,11.9,232.1,21.6,11.3,19.3,3.6,3.7,19.5,12.3,6.8,3.7,2.9
06/01/2022,Unemployment rate,5.4,3.9,3.3,4.1,5.9,1.8,5.6,4.9,6.1,4.9,4.7,5.5,4.5,3.7,6.2,6.6,5.2,4.1,4.5
06/01/2022,Participation rate,65.6,67.6,68.4,67.3,62.4,63.3,63.5,68.9,67.5,65.8,64.2,68.9,66.3,70.7,66,60.4,71,61.4,61.1
06/01/2022,Employment rate,62.1,64.9,66.1,64.5,58.8,62.1,59.9,65.5,63.4,62.6,61.2,65.1,63.3,68.1,62,56.5,67.3,58.8,58.3
07/01/2022,Population,12507.8,1236,290.1,946,148.1,99,114.5,351.3,5655.8,673.1,376.2,509,120.6,143,475.9,308.6,183.9,146,106.6
07/01/2022,   Labour force,8183.3,828.7,197,631.7,93.8,63.6,73,240.7,3802.7,441.5,237.5,353.6,81,100.1,313.5,183.4,130.6,89.2,65.3
07/01/2022,      Employment,7754.8,796.6,189.7,606.9,88.6,61.5,68.8,228.8,3582.4,422.3,226.2,333.5,77.5,97.5,293.7,170.4,124.4,85.5,62.1
07/01/2022,      Unemployment,428.5,32.1,7.3,24.8,5.2,2.2,4.2,11.9,220.2,19.2,11.3,20.1,3.5,2.6,19.8,13,6.2,3.7,3.2
07/01/2022,Unemployment rate,5.2,3.9,3.7,3.9,5.5,3.5,5.8,4.9,5.8,4.3,4.8,5.7,4.3,2.6,6.3,7.1,4.7,4.1,4.9
07/01/2022,Participation rate,65.4,67,67.9,66.8,63.3,64.2,63.8,68.5,67.2,65.6,63.1,69.5,67.2,70,65.9,59.4,71,61.1,61.3
07/01/2022,Employment rate,62,64.4,65.4,64.2,59.8,62.1,60.1,65.1,63.3,62.7,60.1,65.5,64.3,68.2,61.7,55.2,67.6,58.6,58.3
08/01/2022,Population,12521,1237.9,290.4,947.5,148.5,101,114.6,351.6,5663.1,673.5,376.4,509.7,120.7,143.2,476.5,308.9,184.1,146,106.6
08/01/2022,   Labour force,8177.7,826.9,196.6,630.3,94.3,63.8,71.1,240.4,3804.9,441.3,232.5,356.7,82.2,99.2,311.8,178.4,132.1,89.3,64.5
08/01/2022,      Employment,7747.4,795.9,189.4,606.5,89.6,61,67.5,227.3,3586.5,423.1,221.2,335.7,78.7,96.5,291.2,164.9,125.8,85.7,61.2
08/01/2022,      Unemployment,430.3,31,7.2,23.8,4.7,2.8,3.6,13.1,218.3,18.2,11.3,21,3.5,2.7,20.6,13.5,6.3,3.6,3.2
08/01/2022,Unemployment rate,5.3,3.7,3.7,3.8,5,4.4,5.1,5.4,5.7,4.1,4.9,5.9,4.3,2.7,6.6,7.6,4.8,4,5
08/01/2022,Participation rate,65.3,66.8,67.7,66.5,63.5,63.2,62,68.4,67.2,65.5,61.8,70,68.1,69.3,65.4,57.8,71.8,61.2,60.5
08/01/2022,Employment rate,61.9,64.3,65.2,64,60.3,60.4,58.9,64.6,63.3,62.8,58.8,65.9,65.2,67.4,61.1,53.4,68.3,58.7,57.4
09/01/2022,Population,12534.7,1239.9,290.8,949.1,148.7,102.4,114.7,352,5670.8,673.9,376.6,510.5,120.7,143.3,477.2,309.2,184.2,146.1,106.6
09/01/2022,   Labour force,8179.9,837,196.4,640.5,94.8,64.2,71.6,239.4,3796.9,441.7,227,356.8,83.3,100.1,313.3,177.9,133.1,88.6,64.4
09/01/2022,      Employment,7740.7,803.8,188.6,615.2,90.1,61,67.9,226,3575.3,423.1,215.3,335.8,79.5,96.6,293.8,162.5,126.4,84.9,60.8
09/01/2022,      Unemployment,439.2,33.2,7.8,25.4,4.6,3.3,3.7,13.4,221.6,18.6,11.7,20.9,3.7,3.5,19.5,15.4,6.8,3.8,3.6
09/01/2022,Unemployment rate,5.4,4,4,4,4.9,5.1,5.2,5.6,5.8,4.2,5.2,5.9,4.4,3.5,6.2,8.7,5.1,4.3,5.6
09/01/2022,Participation rate,65.3,67.5,67.5,67.5,63.8,62.7,62.4,68,67,65.5,60.3,69.9,69,69.9,65.7,57.5,72.3,60.6,60.4
09/01/2022,Employment rate,61.8,64.8,64.9,64.8,60.6,59.6,59.2,64.2,63,62.8,57.2,65.8,65.9,67.4,61.6,52.6,68.6,58.1,57
10/01/2022,Population,12551.5,1242.1,291.2,950.9,149,102.3,114.8,352.5,5680,674.4,377,511.4,120.9,143.6,478,309.5,184.4,146.1,106.6
10/01/2022,   Labour force,8191,838.3,196.2,642.2,96.3,63.5,70.3,239.2,3799.3,442.6,224.5,357.5,84.8,101.3,312.9,185.2,131.2,88.7,63.6
10/01/2022,      Employment,7740.3,805.2,188.2,617,91.5,60.8,67.1,226.2,3568.6,422.5,211.9,336.3,80.8,96.8,293.4,169.3,124.7,84.9,60.3
10/01/2022,      Unemployment,450.7,33.1,8,25.1,4.8,2.7,3.2,13,230.7,20.1,12.6,21.3,4,4.5,19.4,15.9,6.5,3.8,3.3
10/01/2022,Unemployment rate,5.5,3.9,4.1,3.9,5,4.3,4.6,5.4,6.1,4.5,5.6,6,4.7,4.4,6.2,8.6,5,4.3,5.2
10/01/2022,Participation rate,65.3,67.5,67.4,67.5,64.6,62.1,61.2,67.9,66.9,65.6,59.5,69.9,70.1,70.5,65.5,59.8,71.1,60.7,59.7
10/01/2022,Employment rate,61.7,64.8,64.6,64.9,61.4,59.4,58.4,64.2,62.8,62.6,56.2,65.8,66.8,67.4,61.4,54.7,67.6,58.1,56.6
11/01/2022,Population,12568.2,1244.3,291.5,952.7,149.2,96.3,114.9,353,5689.3,675,377.3,512.3,121,143.8,478.7,309.9,184.7,146.2,106.6
11/01/2022,   Labour force,8200.9,845,198.2,646.7,96.3,57.8,69.7,237.8,3799,443.9,223.8,357.4,85.4,101,312.2,193.5,131.9,88.4,63.2
11/01/2022,      Employment,7747.2,810.4,190.1,620.3,91.4,55.4,67.4,225.9,3561.7,422.8,212.6,335.6,80.4,96.4,295.2,177.5,125.7,85,60.2
11/01/2022,      Unemployment,453.7,34.6,8.1,26.5,4.9,2.4,2.3,11.9,237.3,21,11.1,21.8,5,4.6,17,16.1,6.2,3.4,3
11/01/2022,Unemployment rate,5.5,4.1,4.1,4.1,5.1,4.2,3.3,5,6.2,4.7,5,6.1,5.9,4.6,5.4,8.3,4.7,3.8,4.7
11/01/2022,Participation rate,65.3,67.9,68,67.9,64.5,60,60.7,67.4,66.8,65.8,59.3,69.8,70.6,70.2,65.2,62.4,71.4,60.5,59.3
11/01/2022,Employment rate,61.6,65.1,65.2,65.1,61.3,57.5,58.7,64,62.6,62.6,56.3,65.5,66.4,67,61.7,57.3,68.1,58.1,56.5
12/01/2022,Population,12585.5,1246.4,291.9,954.6,149.6,95.5,115.1,353.4,5699.1,675.5,377.6,513.3,121.1,144,479.5,310.3,184.9,146.2,106.6
12/01/2022,   Labour force,8224.5,845.6,198.7,646.9,96.5,58.1,66.7,238.9,3806.2,441.6,226.8,358.9,85.5,100.7,311.6,199.3,135.6,89.2,63.7
12/01/2022,      Employment,7776.1,811.8,190.9,620.8,91.4,55,64.9,227.6,3572.5,420.3,215.8,337,80.1,96.3,295.4,184.2,129.7,85.8,60.9
12/01/2022,      Unemployment,448.3,33.8,7.7,26.1,5,3.1,1.8,11.3,233.7,21.3,11,21.9,5.4,4.4,16.3,15.1,5.9,3.4,2.8
12/01/2022,Unemployment rate,5.5,4,3.9,4,5.2,5.3,2.7,4.7,6.1,4.8,4.9,6.1,6.3,4.4,5.2,7.6,4.4,3.8,4.4
12/01/2022,Participation rate,65.3,67.8,68.1,67.8,64.5,60.8,57.9,67.6,66.8,65.4,60.1,69.9,70.6,69.9,65,64.2,73.3,61,59.8
12/01/2022,Employment rate,61.8,65.1,65.4,65,61.1,57.6,56.4,64.4,62.7,62.2,57.2,65.7,66.1,66.9,61.6,59.4,70.1,58.7,57.1
01/01/2023,Population,12605,1248.9,292.2,956.7,150,97.6,115.2,353.9,5710.5,676.1,378,514.4,121.2,144.2,480.4,310.8,185.1,146.3,106.7
01/01/2023,   Labour force,8249.1,850.7,198.2,652.5,95,60.9,64.7,239.8,3815.4,440.5,230.2,358.8,85,100.7,312.4,201.4,141.9,90.2,64.6
01/01/2023,      Employment,7807,817.6,190.2,627.4,89.8,57.2,62.2,228.9,3585.7,417.7,220.3,337.8,79.5,96.5,297.1,189.1,135.8,86.9,62
01/01/2023,      Unemployment,442.1,33.1,8,25.1,5.2,3.7,2.6,10.9,229.7,22.8,9.9,21,5.6,4.2,15.4,12.3,6.1,3.2,2.6
01/01/2023,Unemployment rate,5.4,3.9,4,3.8,5.5,6.1,4,4.5,6,5.2,4.3,5.9,6.6,4.2,4.9,6.1,4.3,3.5,4
01/01/2023,Participation rate,65.4,68.1,67.8,68.2,63.3,62.4,56.2,67.8,66.8,65.2,60.9,69.8,70.1,69.8,65,64.8,76.7,61.7,60.5
01/01/2023,Employment rate,61.9,65.5,65.1,65.6,59.9,58.6,54,64.7,62.8,61.8,58.3,65.7,65.6,66.9,61.8,60.8,73.4,59.4,58.1
02/01/2023,Population,12627.9,1251.6,292.6,959,150.4,101.9,115.4,354.4,5723.6,676.9,378.5,515.7,121.3,144.4,481.5,311.4,185.4,146.4,106.7
02/01/2023,   Labour force,8272.9,848.6,195.7,652.9,95.3,65.7,65.1,240.8,3835,438.3,231.5,358.1,84.4,101.8,314.1,201.2,143.1,91.4,66.8
02/01/2023,      Employment,7840.7,813.5,187.2,626.3,90.4,62.2,62,229.5,3612.8,414.5,221.5,337.5,79.7,97.9,298.1,190,137.5,87.8,64
02/01/2023,      Unemployment,432.3,35.1,8.5,26.5,4.9,3.6,3,11.3,222.2,23.7,10.1,20.6,4.7,3.9,16,11.2,5.6,3.6,2.8
02/01/2023,Unemployment rate,5.2,4.1,4.3,4.1,5.1,5.5,4.6,4.7,5.8,5.4,4.4,5.8,5.6,3.8,5.1,5.6,3.9,3.9,4.2
02/01/2023,Participation rate,65.5,67.8,66.9,68.1,63.4,64.5,56.4,67.9,67,64.8,61.2,69.4,69.6,70.5,65.2,64.6,77.2,62.4,62.6
02/01/2023,Employment rate,62.1,65,64,65.3,60.1,61,53.7,64.8,63.1,61.2,58.5,65.4,65.7,67.8,61.9,61,74.2,60,60
03/01/2023,Population,12656.4,1254.8,293,961.8,151,104.2,115.6,355.1,5739.7,677.9,379.2,517.2,121.4,144.7,482.8,312.1,185.8,146.5,106.8
03/01/2023,   Labour force,8301.6,850.2,194.8,655.4,96.4,67.1,66.5,237.8,3870.8,437.2,232.2,357.6,83.8,103.2,312.8,203.5,142.8,91.7,68
03/01/2023,      Employment,7866.6,814.5,186.1,628.4,91.5,63.7,62.7,226.7,3644.7,413.2,222.9,336,79.5,99.3,297.2,191.8,137.1,88,65.2
03/01/2023,      Unemployment,435,35.6,8.6,27,4.9,3.4,3.8,11.1,226.1,23.9,9.4,21.6,4.3,3.9,15.7,11.8,5.7,3.7,2.8
03/01/2023,Unemployment rate,5.2,4.2,4.4,4.1,5.1,5.1,5.7,4.7,5.8,5.5,4,6,5.1,3.8,5,5.8,4,4,4.1
03/01/2023,Participation rate,65.6,67.8,66.5,68.1,63.8,64.4,57.5,67,67.4,64.5,61.2,69.1,69,71.3,64.8,65.2,76.9,62.6,63.7
03/01/2023,Employment rate,62.2,64.9,63.5,65.3,60.6,61.1,54.2,63.8,63.5,61,58.8,65,65.5,68.6,61.6,61.5,73.8,60.1,61
04/01/2023,Population,12685.9,1257.8,293.3,964.5,151.5,104.9,115.9,355.8,5756.2,679,379.9,518.8,121.6,145,484.1,312.8,186.2,146.7,107
04/01/2023,   Labour force,8316.5,851.3,196.1,655.2,97.6,66,68.1,235.1,3888.4,434.7,231.5,360.1,83.5,104.9,313.4,204.5,140.8,91.7,68.6
04/01/2023,      Employment,7884.3,814.4,187.7,626.6,92.9,63.3,64.3,223.9,3665.6,411.7,221.3,337.7,79.4,101.3,298.6,190.9,134.9,87.9,65.9
04/01/2023,      Unemployment,432.3,36.9,8.3,28.6,4.7,2.7,3.8,11.1,222.8,23,10.2,22.4,4,3.6,14.8,13.6,6,3.7,2.8
04/01/2023,Unemployment rate,5.2,4.3,4.2,4.4,4.8,4.1,5.6,4.7,5.7,5.3,4.4,6.2,4.8,3.4,4.7,6.7,4.3,4,4.1
04/01/2023,Participation rate,65.6,67.7,66.9,67.9,64.4,62.9,58.8,66.1,67.6,64,60.9,69.4,68.7,72.3,64.7,65.4,75.6,62.5,64.1
04/01/2023,Employment rate,62.2,64.7,64,65,61.3,60.3,55.5,62.9,63.7,60.6,58.3,65.1,65.3,69.9,61.7,61,72.4,59.9,61.6
05/01/2023,Population,12717.8,1261.1,293.7,967.4,152,107.4,116.1,356.4,5774.4,680.2,380.7,520.6,121.8,145.4,485.5,313.7,186.6,146.9,107.1
05/01/2023,   Labour force,8340.2,858.3,196.2,662.1,98.4,67.5,68.8,231.9,3911,432.8,234.9,364.6,82.4,105.6,315.4,204.8,140.7,91.6,67.7
05/01/2023,      Employment,7895.3,821.1,188.5,632.6,94.1,63.9,64.2,220,3677.6,411.6,223.9,341.6,79.1,101.5,300.8,191.4,134.2,87.8,65.1
05/01/2023,      Unemployment,445,37.1,7.7,29.5,4.3,3.6,4.6,11.9,233.4,21.2,11,23.1,3.3,4.2,14.6,13.4,6.5,3.8,2.6
05/01/2023,Unemployment rate,5.3,4.3,3.9,4.5,4.4,5.3,6.7,5.1,6,4.9,4.7,6.3,4,4,4.6,6.5,4.6,4.1,3.8
05/01/2023,Participation rate,65.6,68.1,66.8,68.4,64.7,62.8,59.3,65.1,67.7,63.6,61.7,70,67.7,72.6,65,65.3,75.4,62.4,63.2
05/01/2023,Employment rate,62.1,65.1,64.2,65.4,61.9,59.5,55.3,61.7,63.7,60.5,58.8,65.6,64.9,69.8,62,61,71.9,59.8,60.8
06/01/2023,Population,12750.3,1264.4,294,970.3,152.6,110,116.4,357.1,5793,681.4,381.5,522.4,121.9,145.7,487,314.5,187,147.1,107.3
06/01/2023,   Labour force,8373.9,867.3,196.5,670.8,98,70.6,69,232.7,3931.7,435.3,233.9,368.2,82,105.7,319.2,203.4,139.5,90.6,67.1
06/01/2023,      Employment,7916.1,828.8,188.2,640.5,94,65.9,64.4,220.4,3690.2,413.8,220.5,345.4,78.7,101.2,304.3,191.5,133.3,86.5,64.5
06/01/2023,      Unemployment,457.8,38.5,8.3,30.2,3.9,4.7,4.6,12.2,241.5,21.6,13.3,22.8,3.3,4.5,14.9,11.9,6.1,4,2.6
06/01/2023,Unemployment rate,5.5,4.4,4.2,4.5,4,6.7,6.7,5.2,6.1,5,5.7,6.2,4,4.3,4.7,5.9,4.4,4.4,3.9
06/01/2023,Participation rate,65.7,68.6,66.8,69.1,64.2,64.2,59.3,65.2,67.9,63.9,61.3,70.5,67.3,72.5,65.5,64.7,74.6,61.6,62.5
06/01/2023,Employment rate,62.1,65.5,64,66,61.6,59.9,55.3,61.7,63.7,60.7,57.8,66.1,64.6,69.5,62.5,60.9,71.3,58.8,60.1
07/01/2023,Population,12784.2,1267.8,294.4,973.4,153.2,111.6,116.7,357.8,5812.4,682.6,382.4,524.2,122.1,146.1,488.5,315.5,187.4,147.3,107.4
07/01/2023,   Labour force,8401.6,874,195.3,678.8,97.7,71.7,70.1,233.6,3953.2,437.8,232.6,370,80.4,104.5,322.4,200.8,138.1,90.2,66.9
07/01/2023,      Employment,7926.1,833.7,186.9,646.7,94,64.4,65.9,220.8,3698.8,414.6,218.6,348.3,76.9,99.9,305.8,189.3,131.9,85.9,64
07/01/2023,      Unemployment,475.6,40.4,8.3,32.1,3.7,7.3,4.2,12.8,254.4,23.2,14,21.7,3.5,4.6,16.6,11.6,6.3,4.3,2.9
07/01/2023,Unemployment rate,5.7,4.6,4.2,4.7,3.8,10.2,6,5.5,6.4,5.3,6,5.9,4.4,4.4,5.1,5.8,4.6,4.8,4.3
07/01/2023,Participation rate,65.7,68.9,66.3,69.7,63.8,64.2,60.1,65.3,68,64.1,60.8,70.6,65.8,71.5,66,63.6,73.7,61.2,62.3
07/01/2023,Employment rate,62,65.8,63.5,66.4,61.4,57.7,56.5,61.7,63.6,60.7,57.2,66.4,63,68.4,62.6,60,70.4,58.3,59.6
08/01/2023,Population,12822.2,1271.4,294.8,976.6,153.9,111.3,117,358.6,5834,684,383.3,526.3,122.3,146.4,490.2,316.5,187.9,147.5,107.6
08/01/2023,   Labour force,8427.4,881.1,195.8,685.4,97.4,71.6,70.7,236,3952,437.6,232.2,369,80.1,103.9,327.5,201.7,135,89.3,67
08/01/2023,      Employment,7940.5,839,187.2,651.8,93.6,64.1,67.9,223.5,3694.5,414.3,216.5,348.5,76.2,99.4,309.8,189.6,128.8,85.2,63.8
08/01/2023,      Unemployment,487,42.1,8.6,33.6,3.8,7.5,2.8,12.5,257.4,23.3,15.7,20.5,3.9,4.5,17.7,12.2,6.2,4.1,3.1
08/01/2023,Unemployment rate,5.8,4.8,4.4,4.9,3.9,10.5,4,5.3,6.5,5.3,6.8,5.6,4.9,4.3,5.4,6,4.6,4.6,4.6
08/01/2023,Participation rate,65.7,69.3,66.4,70.2,63.3,64.3,60.4,65.8,67.7,64,60.6,70.1,65.5,71,66.8,63.7,71.8,60.5,62.3
08/01/2023,Employment rate,61.9,66,63.5,66.7,60.8,57.6,58,62.3,63.3,60.6,56.5,66.2,62.3,67.9,63.2,59.9,68.5,57.8,59.3
09/01/2023,Population,12860.6,1275,295.2,979.8,154.5,107.1,117.3,359.4,5856.1,685.5,384.3,528.4,122.5,146.8,491.9,317.5,188.4,147.7,107.8
09/01/2023,   Labour force,8441.4,884.1,196.6,687.5,96.8,66.5,71.8,237.8,3949.3,438.7,236.6,367.2,80.3,103.8,331.7,199.8,131.5,90.4,67
09/01/2023,      Employment,7945,841.4,188.5,652.9,92.7,60,69.9,223.9,3689.8,414.9,220.8,347.5,76.4,98.7,312.5,187.4,125.4,86.1,63.8
09/01/2023,      Unemployment,496.4,42.7,8.1,34.7,4.1,6.5,1.9,13.9,259.5,23.8,15.9,19.7,3.9,5.1,19.1,12.4,6,4.2,3.2
09/01/2023,Unemployment rate,5.9,4.8,4.1,5,4.2,9.8,2.6,5.8,6.6,5.4,6.7,5.4,4.9,4.9,5.8,6.2,4.6,4.6,4.8
09/01/2023,Participation rate,65.6,69.3,66.6,70.2,62.7,62.1,61.2,66.2,67.4,64,61.6,69.5,65.6,70.7,67.4,62.9,69.8,61.2,62.2
09/01/2023,Employment rate,61.8,66,63.9,66.6,60,56,59.6,62.3,63,60.5,57.5,65.8,62.4,67.2,63.5,59,66.6,58.3,59.2
10/01/2023,Population,12899.9,1278.8,295.7,983.1,155.1,101.2,117.6,360.2,5878.8,686.9,385.4,530.6,122.6,147.2,493.7,318.6,188.9,148,108
10/01/2023,   Labour force,8461.9,891.2,198.3,693,96.1,61.3,72.8,239.4,3950,440.3,242.5,365.3,80.7,105,333.2,199.5,129.5,91.5,66.9
10/01/2023,      Employment,7949.8,848.2,190.2,658,91.5,57.2,71,223.1,3686.7,417.5,225.5,344.1,77.3,99,314.5,185.3,123.4,86.6,63.9
