Date,CHAR,  Ontario,    Ottawa-Gatineau,"      Ottawa-Gatineau, Quebec part","      Ottawa-Gatineau, Ontario part",    Kingston,    Belleville,    Peterborough,    Oshawa,    Toronto,    Hamilton,    St. Catharines - Niagara,    Kitchener - Cambridge - Waterloo,    Brantford,    Guelph,    London,    Windsor,    Barrie,    Greater Sudbury,    Thunder Bay
11/01/2021,Unemployment rate,7.1,4.6,3.8,4.8,7,7.9,8.5,6.4,7.8,5.9,8,5.7,7.8,4.5,6.6,8.5,4.6,6.3,6.9
11/01/2021,Participation rate,65.5,65.2,64.4,65.4,60.1,55.3,62.1,67.6,68.2,65.7,60.5,69.2,66.6,70.3,66.1,62.6,69,61.2,62.7
11/01/2021,Employment rate,60.9,62.2,62,62.3,55.9,50.8,56.9,63.3,62.8,61.8,55.7,65.3,61.3,67.1,61.7,57.3,65.9,57.4,58.4
12/01/2021,Population,12401,1221,287.9,933.1,145.8,98.5,113.7,347.9,5599.6,669.5,374.3,503.4,119.7,141.6,471,306.5,182.4,145.8,106.5
12/01/2021,   Labour force,8123.1,792.2,186.1,606.2,87.4,57,69.2,237.6,3821,437.7,224.2,349.6,79.3,100.4,311.4,197.3,124.6,89.1,67.3
12/01/2021,      Employment,7585.1,757.2,177.9,579.3,81.8,53.9,62.5,221.5,3539.2,412.2,206.4,330.3,73.3,96.4,292.3,183.5,117.8,84,62.8
12/01/2021,      Unemployment,538,35,8.2,26.9,5.6,3.1,6.7,16.1,281.8,25.4,17.8,19.3,6,4,19.1,13.8,6.7,5.1,4.5
12/01/2021,Unemployment rate,6.6,4.4,4.4,4.4,6.4,5.4,9.7,6.8,7.4,5.8,7.9,5.5,7.6,4,6.1,7,5.4,5.7,6.7
12/01/2021,Participation rate,65.5,64.9,64.6,65,59.9,57.9,60.9,68.3,68.2,65.4,59.9,69.4,66.2,70.9,66.1,64.4,68.3,61.1,63.2
12/01/2021,Employment rate,61.2,62,61.8,62.1,56.1,54.7,55,63.7,63.2,61.6,55.1,65.6,61.2,68.1,62.1,59.9,64.6,57.6,59
01/01/2022,Population,12418.4,1223.3,288.2,935.1,146.1,101.3,113.8,348.5,5608.4,670.2,374.6,504.3,119.9,141.8,471.8,306.8,182.7,145.8,106.5
01/01/2022,   Labour force,8113,796.2,188.5,607.8,86.9,58.4,66.6,236.7,3816.3,439.6,228,348.8,78.6,101.9,311.6,199.5,122.6,90.4,68
01/01/2022,      Employment,7573.1,758.6,179.1,579.4,81.8,56.1,60.9,221.2,3523.6,415.6,210.2,330.5,73.4,97.7,292.1,183.1,114.5,85.6,63.6
01/01/2022,      Unemployment,539.8,37.7,9.4,28.3,5.1,2.3,5.8,15.6,292.8,24.1,17.8,18.3,5.1,4.2,19.5,16.4,8.1,4.8,4.5
01/01/2022,Unemployment rate,6.7,4.7,5,4.7,5.9,3.9,8.7,6.6,7.7,5.5,7.8,5.2,6.5,4.1,6.3,8.2,6.6,5.3,6.6
01/01/2022,Participation rate,65.3,65.1,65.4,65,59.5,57.7,58.5,67.9,68,65.6,60.9,69.2,65.6,71.9,66,65,67.1,62,63.8
01/01/2022,Employment rate,61,62,62.1,62,56,55.4,53.5,63.5,62.8,62,56.1,65.5,61.2,68.9,61.9,59.7,62.7,58.7,59.7
02/01/2022,Population,12436.9,1225.7,288.5,937.2,146.5,98.7,114,349.1,5618,670.8,375,505.2,120,142.1,472.6,307.2,182.9,145.9,106.6
02/01/2022,   Labour force,8120.8,807.5,191.1,616.3,87.2,55.8,68,235.7,3816,437.9,233.6,347.1,78.4,102.5,309.8,198.1,122.6,89.8,68.3
02/01/2022,      Employment,7606.8,767.5,182.3,585.2,82.2,54.4,64,220.7,3533.9,415.1,218.8,328.9,74.2,98.1,291.9,181.7,113.2,85.9,64.3
02/01/2022,      Unemployment,514,39.9,8.8,31.1,5,1.3,4,15,282.1,22.9,14.8,18.2,4.3,4.4,17.9,16.5,9.4,3.9,4
02/01/2022,Unemployment rate,6.3,4.9,4.6,5,5.7,2.3,5.9,6.4,7.4,5.2,6.3,5.2,5.5,4.3,5.8,8.3,7.7,4.3,5.9
02/01/2022,Participation rate,65.3,65.9,66.2,65.8,59.5,56.5,59.6,67.5,67.9,65.3,62.3,68.7,65.3,72.1,65.6,64.5,67,61.5,64.1
02/01/2022,Employment rate,61.2,62.6,63.2,62.4,56.1,55.1,56.1,63.2,62.9,61.9,58.3,65.1,61.8,69,61.8,59.1,61.9,58.9,60.3
03/01/2022,Population,12453.3,1227.9,288.7,939.2,146.8,93.1,114.1,349.6,5626.7,671.4,375.3,506.1,120.1,142.3,473.3,307.5,183.1,146,106.6
03/01/2022,   Labour force,8125.6,817.9,193.9,624,87.5,53.6,68.7,234.5,3810,435.4,241.2,346.9,78.8,103.5,309.3,194.1,123.4,90.6,68
03/01/2022,      Employment,7634.7,777.5,186.5,591,82.3,51.8,66.1,221.8,3537.4,412.2,226.3,328.1,74.8,98.6,292.7,177.9,114,87,64.6
03/01/2022,      Unemployment,490.9,40.4,7.4,33,5.2,1.9,2.6,12.7,272.6,23.2,14.9,18.8,4,5,16.5,16.2,9.4,3.6,3.3
03/01/2022,Unemployment rate,6,4.9,3.8,5.3,5.9,3.5,3.8,5.4,7.2,5.3,6.2,5.4,5.1,4.8,5.3,8.3,7.6,4,4.9
03/01/2022,Participation rate,65.2,66.6,67.2,66.4,59.6,57.6,60.2,67.1,67.7,64.8,64.3,68.5,65.6,72.7,65.3,63.1,67.4,62.1,63.8
03/01/2022,Employment rate,61.3,63.3,64.6,62.9,56.1,55.6,57.9,63.4,62.9,61.4,60.3,64.8,62.3,69.3,61.8,57.9,62.3,59.6,60.6
04/01/2022,Population,12468.7,1230,289,941,147.2,90.5,114.2,350.1,5634.7,671.9,375.6,506.8,120.3,142.5,474,307.9,183.4,146,106.6
04/01/2022,   Labour force,8156.9,833.6,197.1,636.5,88.4,54.1,71,237.5,3821.9,434.6,245.5,345.8,78.6,104.1,309.8,189.5,128.8,90.3,67.2
04/01/2022,      Employment,7716,795.5,191.9,603.6,82.9,52.4,68.2,225.8,3579.6,412,232.6,326.7,74.8,98.9,295,177.4,119.6,87.1,64.4
04/01/2022,      Unemployment,440.9,38,5.2,32.9,5.5,1.7,2.8,11.7,242.3,22.6,12.8,19.2,3.8,5.3,14.8,12.1,9.2,3.2,2.7
04/01/2022,Unemployment rate,5.4,4.6,2.6,5.2,6.2,3.1,3.9,4.9,6.3,5.2,5.2,5.6,4.8,5.1,4.8,6.4,7.1,3.5,4
04/01/2022,Participation rate,65.4,67.8,68.2,67.6,60.1,59.8,62.2,67.8,67.8,64.7,65.4,68.2,65.3,73.1,65.4,61.5,70.2,61.8,63
04/01/2022,Employment rate,61.9,64.7,66.4,64.1,56.3,57.9,59.7,64.5,63.5,61.3,61.9,64.5,62.2,69.4,62.2,57.6,65.2,59.7,60.4
05/01/2022,Population,12482.4,1232.1,289.3,942.8,147.5,92.8,114.3,350.5,5642,672.4,375.8,507.6,120.4,142.7,474.7,308.1,183.5,146,106.6
05/01/2022,   Labour force,8172.8,841.8,198.2,643.5,88.7,58.7,70.9,240.8,3818.2,436.5,243.6,347.5,78.4,105.3,312.5,186.5,131.6,90.5,66.5
05/01/2022,      Employment,7733.1,805.2,193,612.2,83.2,57,66.7,228.7,3581.6,414.3,231.4,328.7,74.8,99.7,296.4,175.6,122.9,86.5,63.8
05/01/2022,      Unemployment,439.7,36.6,5.2,31.4,5.6,1.7,4.2,12.1,236.6,22.2,12.2,18.7,3.6,5.7,16.1,10.9,8.7,4,2.7
05/01/2022,Unemployment rate,5.4,4.3,2.6,4.9,6.3,2.9,5.9,5,6.2,5.1,5,5.4,4.6,5.4,5.2,5.8,6.6,4.4,4.1
05/01/2022,Participation rate,65.5,68.3,68.5,68.3,60.1,63.3,62,68.7,67.7,64.9,64.8,68.5,65.1,73.8,65.8,60.5,71.7,62,62.4
05/01/2022,Employment rate,62,65.4,66.7,64.9,56.4,61.4,58.4,65.2,63.5,61.6,61.6,64.8,62.1,69.9,62.4,57,67,59.2,59.8
